entity_group,score,word,start,end,Source,Index,Text
MISC,0.9991466,Russian,248,255,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
LOC,0.99972445,Ukraine,340,347,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
LOC,0.99966836,Ukraine,367,374,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
LOC,0.9997651,Russia,382,388,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
LOC,0.9996418,Crimea,402,408,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
MISC,0.99883074,Russian,423,430,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
LOC,0.9997676,Ukraine,452,459,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
LOC,0.9997434,Ukraine,571,578,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
LOC,0.9997478,Ukraine,607,614,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
LOC,0.99978024,Ukraine,720,727,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
LOC,0.9997353,Ukraine,859,866,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
MISC,0.9953876,Russian,896,903,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
ORG,0.9993463,European Union,968,982,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
ORG,0.9985261,EU,1081,1083,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
LOC,0.9997205,Ukraine,1116,1123,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
ORG,0.99880946,EU,1167,1169,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
LOC,0.9997825,Russia,1219,1225,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
ORG,0.998796,North Atlantic Treaty Organization,1293,1327,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
LOC,0.9996884,Ukraine,1375,1382,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
LOC,0.9996587,Ukraine,1396,1403,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
ORG,0.9976649,NATO,1471,1475,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
LOC,0.9997037,Ukraine,1546,1553,2014 pro-Russian unrest in Ukraine,11,"In an opinion poll conducted from 14 to 26 March by the International Republican Institute, 26–27% of those polled in southern and eastern Ukraine viewed the Euromaidan protests as a coup d'état. Only 5% of respondents in eastern Ukraine felt that Russian-speakers were 'definitely' under pressure or threat. 13% of respondents in southern Ukraine and 22% in eastern Ukraine viewed Russia's actions in Crimea as protecting Russian-speaking citizens of Ukraine, with 37% and 30% viewing them as invasion and occupation, respectively. In the poll, 22% of those in southern Ukraine and 26% of those in eastern Ukraine supported the idea of federalization for the country; 69% of southerners and 53% of easterners supported Ukraine remaining as a unitary state; and only 2% of southerners and 4% of easterners supported separatism. 59% of those polled in eastern Ukraine would have liked to join the Russian-led customs union, while only 22% were in favour of joining the European Union. 37% of southerners preferred to join this customs union, while 29% were in favour of joining the EU. 90% of those polled in western Ukraine wanted to enter an economic union with the EU, while only 4% favoured the customs union led by Russia. Among all the Ukrainians polled overall, 34% favoured joining the North Atlantic Treaty Organization, while 44% were against joining it. In eastern Ukraine and southern Ukraine, only 14% and 11% of the respondents, respectively, favour joining NATO, while 67% and 52% oppose joining it. 72% of people polled in eastern Ukraine thought that the country was going in the wrong direction, compared with only 36% in western Ukraine."
